"","storm","Ind_Var","NLCD_Class","T_Stat","p_val","R2","N"
"296","al062017","Mean_Slope","Developed, Low Intensity",1.09890112184122,0.276686590927478,0.0218735107604058,56
"297","al062018","ant_SM","Deciduous Forest",3.10425805333675,0.00197822315720791,0.0125044934755919,764
"298","al062018","ant_SM","Mixed Forest",-1.97167509195081,0.0498401097206003,0.0165504874633981,233
"299","al062018","ant_SM","Evergreen Forest",-0.388094929615076,0.698104001571969,0.000288456375027898,524
"300","al062018","ant_SM","Developed, Open Space",0.612715484688345,0.541824296510074,0.00472967908607817,81
"301","al062018","ant_SM","Woody Wetlands",3.19208275915467,0.00153172824952158,0.0264529411865639,377
"302","al062018","ant_SM","Pasture/Hay",-2.8272959318683,0.00526139168714168,0.0451632272754477,171
"303","al062018","ant_SM","Cultivated Crops",-0.368451062956626,0.712738392779457,0.000350668166462815,389
"304","al062018","ppt_mm","Deciduous Forest",20.5201360982606,8.11921666072955e-75,0.356217358832635,764
"305","al062018","ppt_mm","Mixed Forest",11.79038141891,1.98294067343527e-25,0.375697769231132,233
"306","al062018","ppt_mm","Evergreen Forest",28.6034785713623,5.93922724642982e-109,0.610493974741695,524
"307","al062018","ppt_mm","Developed, Open Space",4.48029507382713,2.4854464256268e-05,0.202608531529342,81
"308","al062018","ppt_mm","Woody Wetlands",19.5124925814004,4.99689176856678e-59,0.503795873402396,377
"309","al062018","ppt_mm","Pasture/Hay",8.43288161795737,1.4353965766762e-14,0.296166165744675,171
"310","al062018","ppt_mm","Cultivated Crops",14.2688677471688,2.05907235189963e-37,0.344734819675858,389
"311","al062018","yDay","Deciduous Forest",NA,NA,0,764
"312","al062018","yDay","Mixed Forest",NA,NA,0,233
"313","al062018","yDay","Evergreen Forest",NA,NA,0,524
"314","al062018","yDay","Developed, Open Space",NA,NA,0,81
"315","al062018","yDay","Woody Wetlands",NA,NA,0,377
"316","al062018","yDay","Pasture/Hay",NA,NA,0,171
"317","al062018","yDay","Cultivated Crops",NA,NA,0,389
"318","al062018","Mean_Slope","Deciduous Forest",-8.55792773961006,6.30462626805534e-17,0.087790433940628,764
"319","al062018","Mean_Slope","Mixed Forest",-2.14396403744296,0.0330802327572352,0.0195103925483558,233
"320","al062018","Mean_Slope","Evergreen Forest",-10.0432902699231,8.10454683070424e-22,0.16194078256823,524
"321","al062018","Mean_Slope","Developed, Open Space",-0.831276683961408,0.408322843448833,0.00867125200900149,81
"322","al062018","Mean_Slope","Woody Wetlands",-7.14430853446639,4.74253681414394e-12,0.119803322055339,377
"323","al062018","Mean_Slope","Pasture/Hay",-4.26954046131023,3.25878129516631e-05,0.097361937048842,171
"324","al062018","Mean_Slope","Cultivated Crops",-2.38382290705574,0.0176151931374785,0.0144712586796094,389
"325","al072018","ant_SM","Pasture/Hay",7.05621925990227,4.92400557375931e-12,0.0794368320394013,579
"326","al072018","ant_SM","Cultivated Crops",3.2069749035382,0.00142143355776809,0.0188266086479122,538
"327","al072018","ant_SM","Developed, Low Intensity",-1.65393147836442,0.102212781562671,0.0343070489431319,79
"328","al072018","ant_SM","Woody Wetlands",-0.431839476894338,0.665953956069977,0.000192018048665781,973
"329","al072018","ant_SM","Mixed Forest",-2.8716971114242,0.00446920025520773,0.035055311094061,229
"330","al072018","ant_SM","Evergreen Forest",1.67646078092642,0.0938314041458491,0.00164665070657606,1706
"331","al072018","ant_SM","Emergent Herbaceous Wetlands",-2.84468903357585,0.00480479587437352,0.0306417758308229,258
"332","al072018","ant_SM","Deciduous Forest",0.00804968241937491,0.99358770317509,4.18047483641646e-07,157
"333","al072018","ant_SM","Developed, Open Space",0.211757837096677,0.833038328462666,0.000772530004468214,60
"334","al072018","ppt_mm","Pasture/Hay",2.79883041843092,0.00530029023716745,0.013394329083288,579
"335","al072018","ppt_mm","Cultivated Crops",4.34044022880693,1.70021980965788e-05,0.0339547275371914,538
"336","al072018","ppt_mm","Developed, Low Intensity",3.24946777364539,0.0017152490299938,0.120593381494851,79
"337","al072018","ppt_mm","Woody Wetlands",16.0058904604367,2.37260251993471e-51,0.20876053131802,973
"338","al072018","ppt_mm","Mixed Forest",4.24082146818065,3.24296675063184e-05,0.0734110191731843,229
"339","al072018","ppt_mm","Evergreen Forest",28.1710282733676,1.137983480777e-143,0.31774690202725,1706
"340","al072018","ppt_mm","Emergent Herbaceous Wetlands",-3.6828876255239,0.000281316265505777,0.0503170983756674,258
"341","al072018","ppt_mm","Deciduous Forest",2.29254656728052,0.0232192440160105,0.0327961343976411,157
"342","al072018","ppt_mm","Developed, Open Space",9.98493605490696,3.28233706611554e-14,0.632210609341348,60
"343","al072018","yDay","Pasture/Hay",NA,NA,0,579
"344","al072018","yDay","Cultivated Crops",NA,NA,0,538
"345","al072018","yDay","Developed, Low Intensity",NA,NA,0,79
"346","al072018","yDay","Woody Wetlands",NA,NA,0,973
"347","al072018","yDay","Mixed Forest",NA,NA,0,229
"348","al072018","yDay","Evergreen Forest",NA,NA,0,1706
"349","al072018","yDay","Emergent Herbaceous Wetlands",NA,NA,0,258
"350","al072018","yDay","Deciduous Forest",NA,NA,0,157
"351","al072018","yDay","Developed, Open Space",NA,NA,0,60
"352","al072018","Mean_Slope","Pasture/Hay",16.3823416073536,8.18992353253918e-50,0.317467602823279,579
"353","al072018","Mean_Slope","Cultivated Crops",4.40819539755128,1.25978374124486e-05,0.0349857050592256,538
"354","al072018","Mean_Slope","Developed, Low Intensity",1.99158009397476,0.0499634629592126,0.0489881197428525,79
"355","al072018","Mean_Slope","Woody Wetlands",10.8148265694908,8.09363118778066e-26,0.107504340968722,973
"356","al072018","Mean_Slope","Mixed Forest",3.68938901731674,0.000281422008225514,0.0565708046165272,229
"357","al072018","Mean_Slope","Evergreen Forest",18.3535853603953,8.47913734331483e-69,0.165055452180851,1706
"358","al072018","Mean_Slope","Emergent Herbaceous Wetlands",-0.879141620036163,0.380148943015878,0.00301001397817227,258
"359","al072018","Mean_Slope","Deciduous Forest",1.41821599222187,0.158135113750275,0.0128101361604883,157
"360","al072018","Mean_Slope","Developed, Open Space",2.9899033502925,0.0040896081409076,0.133546248480864,60
"361","al092016","ant_SM","Emergent Herbaceous Wetlands",-1.49987094094604,0.135570460650192,0.0135315373135109,167
"362","al092016","ant_SM","Woody Wetlands",-6.04641600353056,1.94110722212093e-09,0.0278109559280232,1301
"363","al092016","ant_SM","Pasture/Hay",-1.23040129313984,0.219658892505944,0.00578893670828066,262
"364","al092016","ant_SM","Evergreen Forest",-1.86160798557014,0.0628714485496245,0.00251226585962077,1405
"365","al092016","ant_SM","Cultivated Crops",-6.42762945494459,2.26176781899711e-10,0.0505489923808545,780
"366","al092016","ant_SM","Developed, Low Intensity",-2.7774312002181,0.00670988633608817,0.0814463961688046,93
"367","al092016","ant_SM","Developed, Open Space",2.40208997717313,0.0181857835057179,0.0556040690210952,100
"368","al092016","ant_SM","Deciduous Forest",-1.67675561579055,0.0994797287281635,0.0503750825870466,55
"369","al092016","ant_SM","Mixed Forest",0.475469806718915,0.63758447092939,0.00680404052127821,35
"370","al092016","ppt_mm","Emergent Herbaceous Wetlands",0.857535975503262,0.392400170323129,0.00446393484554412,167
"371","al092016","ppt_mm","Woody Wetlands",5.36940577733763,9.37468252394048e-08,0.022061405817923,1301
"372","al092016","ppt_mm","Pasture/Hay",2.22942048269715,0.0266404846411588,0.0187580094613675,262
"373","al092016","ppt_mm","Evergreen Forest",11.7048335567368,3.09513116358251e-30,0.0905504595476325,1405
"374","al092016","ppt_mm","Cultivated Crops",8.35070230451066,3.10706450618089e-16,0.0824540695991244,780
"375","al092016","ppt_mm","Developed, Low Intensity",0.241242194718527,0.809935062855492,0.000668493007960501,93
"376","al092016","ppt_mm","Developed, Open Space",-0.045630606520123,0.963697527818105,2.12460001427277e-05,100
"377","al092016","ppt_mm","Deciduous Forest",5.67515704389889,5.92249779509105e-07,0.377988351343197,55
"378","al092016","ppt_mm","Mixed Forest",-0.756307783458315,0.454830291692599,0.0170380507085524,35
"379","al092016","yDay","Emergent Herbaceous Wetlands",NA,NA,0,167
"380","al092016","yDay","Woody Wetlands",NA,NA,0,1301
"381","al092016","yDay","Pasture/Hay",NA,NA,0,262
"382","al092016","yDay","Evergreen Forest",NA,NA,0,1405
"383","al092016","yDay","Cultivated Crops",NA,NA,0,780
"384","al092016","yDay","Developed, Low Intensity",NA,NA,0,93
"385","al092016","yDay","Developed, Open Space",NA,NA,0,100
"386","al092016","yDay","Deciduous Forest",NA,NA,0,55
"387","al092016","yDay","Mixed Forest",NA,NA,0,35
"388","al092016","Mean_Slope","Emergent Herbaceous Wetlands",0.986801140344014,0.325193764859959,0.00590261380504817,167
"389","al092016","Mean_Slope","Woody Wetlands",11.2181738981769,6.37882582542484e-28,0.0896446603198912,1301
"390","al092016","Mean_Slope","Pasture/Hay",4.98137130529108,1.1524065582652e-06,0.0871237188013293,262
"391","al092016","Mean_Slope","Evergreen Forest",2.48518443773163,0.0130664979129612,0.00446841867925304,1405
"392","al092016","Mean_Slope","Cultivated Crops",8.29771667957916,4.6844930608426e-16,0.0814960416431083,780
"393","al092016","Mean_Slope","Developed, Low Intensity",11.8942871928087,6.19073703292181e-20,0.619212802449717,93
"394","al092016","Mean_Slope","Developed, Open Space",3.10556941807618,0.00248372837118898,0.0895963649636845,100
"395","al092016","Mean_Slope","Deciduous Forest",-2.07946945125073,0.0424276532049431,0.0754340001558749,55
"396","al092016","Mean_Slope","Mixed Forest",0.880535603397406,0.384937242663673,0.0229558867847652,35
"397","al092017","ant_SM","Shrub/Scrub",-2.90067542088145,0.00402333673202308,0.0295833549901866,278
"398","al092017","ant_SM","Grassland/Herbaceous",2.98822523354166,0.00348057796403765,0.0770251817963061,109
"399","al092017","ant_SM","Cultivated Crops",-2.0006228142695,0.0457800988164103,0.00511825945280076,780
"400","al092017","ant_SM","Evergreen Forest",-9.04844449948336,3.82051331622545e-19,0.0454889242449435,1720
"401","al092017","ant_SM","Developed, Low Intensity",0.569819796412938,0.570396651716664,0.00404227618915253,82
"402","al092017","ant_SM","Pasture/Hay",-1.48168108319487,0.138648767505587,0.00155568737343379,1411
"403","al092017","ant_SM","Developed, Open Space",-1.27870912579092,0.205843065519357,0.0261051248573958,63
"404","al092017","ant_SM","Deciduous Forest",-6.95303650915193,6.07339145856475e-12,0.0415209654016537,1118
"405","al092017","ant_SM","Developed, Medium Intensity",-0.638941868000821,0.526693581437755,0.01062914206315,40
"406","al092017","ant_SM","Emergent Herbaceous Wetlands",-2.03031492686636,0.0433543571115071,0.0157863982398699,259
"407","al092017","ant_SM","Mixed Forest",-6.83528849242671,7.33815312648775e-11,0.169450786032602,231
"408","al092017","ant_SM","Woody Wetlands",0.235592849878856,0.813823637677611,8.63129085585524e-05,645
"409","al092017","ppt_mm","Shrub/Scrub",15.9396451537161,5.324878408087e-41,0.479316299978815,278
"410","al092017","ppt_mm","Grassland/Herbaceous",8.90623641284831,1.51171178943729e-14,0.42572241998972,109
"411","al092017","ppt_mm","Cultivated Crops",19.9197132080715,1.16610550549861e-71,0.337756785630626,780
"412","al092017","ppt_mm","Evergreen Forest",46.2540831105236,4.63490924831545e-304,0.55462692641548,1720
"413","al092017","ppt_mm","Developed, Low Intensity",11.0394770338614,9.4610095192877e-18,0.603705459332249,82
"414","al092017","ppt_mm","Pasture/Hay",27.5404952993733,6.05938772376427e-134,0.349935996085789,1411
"415","al092017","ppt_mm","Developed, Open Space",7.28823365338494,7.39900577524529e-10,0.465467209136724,63
"416","al092017","ppt_mm","Deciduous Forest",9.50372228848928,1.19276796317742e-20,0.0748729044782353,1118
"417","al092017","ppt_mm","Developed, Medium Intensity",4.13735881676456,0.000187468869786817,0.310566772266437,40
"418","al092017","ppt_mm","Emergent Herbaceous Wetlands",15.5845124531495,5.29688433183408e-39,0.485873554099129,259
"419","al092017","ppt_mm","Mixed Forest",12.6465862525771,3.73215044955383e-28,0.411214402094945,231
"420","al092017","ppt_mm","Woody Wetlands",26.4672934898658,5.59818163131992e-105,0.52140560853917,645
"421","al092017","yDay","Shrub/Scrub",NA,NA,0,278
"422","al092017","yDay","Grassland/Herbaceous",NA,NA,0,109
"423","al092017","yDay","Cultivated Crops",NA,NA,0,780
"424","al092017","yDay","Evergreen Forest",NA,NA,0,1720
"425","al092017","yDay","Developed, Low Intensity",NA,NA,0,82
"426","al092017","yDay","Pasture/Hay",NA,NA,0,1411
"427","al092017","yDay","Developed, Open Space",NA,NA,0,63
"428","al092017","yDay","Deciduous Forest",NA,NA,0,1118
"429","al092017","yDay","Developed, Medium Intensity",NA,NA,0,40
"430","al092017","yDay","Emergent Herbaceous Wetlands",NA,NA,0,259
"431","al092017","yDay","Mixed Forest",NA,NA,0,231
"432","al092017","yDay","Woody Wetlands",NA,NA,0,645
"433","al092017","Mean_Slope","Shrub/Scrub",-2.1258841907248,0.0344006739327093,0.016110771150634,278
"434","al092017","Mean_Slope","Grassland/Herbaceous",-1.75224167236909,0.0825969793142942,0.0278944407270871,109
"435","al092017","Mean_Slope","Cultivated Crops",0.499366995330308,0.61766204643065,0.00032042094278797,780
"436","al092017","Mean_Slope","Evergreen Forest",-7.89123537073194,5.28385397435756e-15,0.0349787053995179,1720
"437","al092017","Mean_Slope","Developed, Low Intensity",-5.73916579970318,1.63891003292418e-07,0.291646895240319,82
"438","al092017","Mean_Slope","Pasture/Hay",-13.4580101762263,6.27460776386538e-39,0.113902259823564,1411
"439","al092017","Mean_Slope","Developed, Open Space",-4.46742632800498,3.49291782510808e-05,0.246521939058999,63
"440","al092017","Mean_Slope","Deciduous Forest",-8.95815755069616,1.35430684745159e-18,0.0670835373141483,1118
"441","al092017","Mean_Slope","Developed, Medium Intensity",-0.818378344233529,0.418243749526411,0.0173195646097414,40
"442","al092017","Mean_Slope","Emergent Herbaceous Wetlands",0.808681948057492,0.419446085872284,0.00253815806531156,259
"443","al092017","Mean_Slope","Mixed Forest",-1.02571384161792,0.306108734708171,0.00457326377685291,231
"444","al092017","Mean_Slope","Woody Wetlands",-9.83526172395912,2.33016468192843e-21,0.130766716026092,645
"445","al112017","ant_SM","Pasture/Hay",-8.89102862172606,8.47912821614826e-18,0.124675248537096,557
"446","al112017","ant_SM","Evergreen Forest",-5.23835490560814,1.84492705582187e-07,0.0175625020848329,1537
"447","al112017","ant_SM","Deciduous Forest",3.68964907290083,0.000239670701013757,0.0166299604272134,807
"448","al112017","ant_SM","Woody Wetlands",-5.9681417363302,3.43503350751138e-09,0.0376671011162895,912
"449","al112017","ant_SM","Cultivated Crops",-14.767989658753,2.26837669534212e-41,0.298719976299588,514
"450","al112017","ant_SM","Developed, Low Intensity",-1.42287964391434,0.15738729781622,0.0167287205016192,121
"451","al112017","ant_SM","Developed, Open Space",-1.52974291525982,0.128669162420353,0.0188202610006327,124
"452","al112017","ant_SM","Mixed Forest",-1.9558974330913,0.0561909843124004,0.0724182875860735,51
"453","al112017","ant_SM","Emergent Herbaceous Wetlands",-4.88122987179899,2.49451576629452e-06,0.127532320998842,165
"454","al112017","ppt_mm","Pasture/Hay",16.344272541844,2.61002773452705e-49,0.324928588783948,557
"455","al112017","ppt_mm","Evergreen Forest",8.86072824413148,2.15172516222945e-18,0.0486593718810713,1537
"456","al112017","ppt_mm","Deciduous Forest",21.7470296318526,7.53610632408787e-83,0.37007666880551,807
"457","al112017","ppt_mm","Woody Wetlands",7.03189068670666,4.00000577305671e-12,0.0515374601725036,912
"458","al112017","ppt_mm","Cultivated Crops",1.12102531142587,0.262802603444854,0.00244847803130357,514
"459","al112017","ppt_mm","Developed, Low Intensity",-1.0200236062174,0.309786511204648,0.00866747978046417,121
"460","al112017","ppt_mm","Developed, Open Space",2.56215076505107,0.0116192911721975,0.0510608339944276,124
"461","al112017","ppt_mm","Mixed Forest",1.77440466006776,0.0822091722540323,0.0603758723518022,51
"462","al112017","ppt_mm","Emergent Herbaceous Wetlands",2.28984655071544,0.0233125560450563,0.0311655453484778,165
"463","al112017","yDay","Pasture/Hay",NA,NA,0,557
"464","al112017","yDay","Evergreen Forest",NA,NA,0,1537
"465","al112017","yDay","Deciduous Forest",NA,NA,0,807
"466","al112017","yDay","Woody Wetlands",NA,NA,0,912
"467","al112017","yDay","Cultivated Crops",NA,NA,0,514
"468","al112017","yDay","Developed, Low Intensity",NA,NA,0,121
"469","al112017","yDay","Developed, Open Space",NA,NA,0,124
"470","al112017","yDay","Mixed Forest",NA,NA,0,51
"471","al112017","yDay","Emergent Herbaceous Wetlands",NA,NA,0,165
"472","al112017","Mean_Slope","Pasture/Hay",-8.6233984437868,6.82261645157867e-17,0.118155977766719,557
"473","al112017","Mean_Slope","Evergreen Forest",-3.16345771022949,0.00158961460035813,0.00647729212522248,1537
"474","al112017","Mean_Slope","Deciduous Forest",-11.3981298264949,5.25782028123819e-28,0.138961333490996,807
"475","al112017","Mean_Slope","Woody Wetlands",3.03953896517264,0.0024371760828012,0.0100504865000693,912
"476","al112017","Mean_Slope","Cultivated Crops",3.26220347491516,0.00117922185186076,0.0203618769479353,514
"477","al112017","Mean_Slope","Developed, Low Intensity",3.98538397628758,0.000116579798281368,0.11775577223538,121
"478","al112017","Mean_Slope","Developed, Open Space",-1.3946295260947,0.165661824288386,0.0156923768462146,124
"479","al112017","Mean_Slope","Mixed Forest",-3.33241636450912,0.0016442864901329,0.184759987409926,51
"480","al112017","Mean_Slope","Emergent Herbaceous Wetlands",0.921585022705533,0.358107093037265,0.0051835366756283,165
"481","al112019","ant_SM","Cultivated Crops",-0.915618788978942,0.361588622925901,0.00650705101542163,131
"482","al112019","ant_SM","Pasture/Hay",9.63698251684712,2.65883253545337e-19,0.23821040579056,301
"483","al112019","ant_SM","Grassland/Herbaceous",0.973263248160983,0.338471211210958,0.0316303374705958,31
"484","al112019","ant_SM","Emergent Herbaceous Wetlands",-1.77230993065793,0.0797270984926233,0.0337239208126612,92
"485","al112019","ant_SM","Woody Wetlands",-0.437696167709903,0.662338508139846,0.00148289802082907,131
"486","al112019","ant_SM","Evergreen Forest",-6.45379462000254,3.90600219564628e-10,0.112373668879176,331
"487","al112019","ant_SM","Developed, Medium Intensity",3.61113811067886,0.00109793198098619,0.302979134975823,32
"488","al112019","ant_SM","Mixed Forest",-2.07584890387133,0.0487890878933849,0.152217529452272,26
"489","al112019","ppt_mm","Cultivated Crops",6.52677577335532,1.42635791889236e-09,0.24970164794441,131
"490","al112019","ppt_mm","Pasture/Hay",10.8664819763127,2.21965606637609e-23,0.284476024050272,301
"491","al112019","ppt_mm","Grassland/Herbaceous",2.02394144178789,0.0522757850653141,0.123770153694753,31
"492","al112019","ppt_mm","Emergent Herbaceous Wetlands",9.38389741140881,5.46394375021637e-15,0.494545388321107,92
"493","al112019","ppt_mm","Woody Wetlands",12.6069936734607,3.02417885574494e-24,0.551984224594378,131
"494","al112019","ppt_mm","Evergreen Forest",10.439670363984,3.15923200002949e-22,0.248835667844794,331
"495","al112019","ppt_mm","Developed, Medium Intensity",2.22706115491012,0.0335956217678762,0.141871555067049,32
"496","al112019","ppt_mm","Mixed Forest",10.0028153896892,4.88857337087399e-10,0.80653947474847,26
"497","al112019","yDay","Cultivated Crops",NA,NA,0,131
"498","al112019","yDay","Pasture/Hay",NA,NA,0,301
"499","al112019","yDay","Grassland/Herbaceous",NA,NA,0,31
"500","al112019","yDay","Emergent Herbaceous Wetlands",NA,NA,0,92
"501","al112019","yDay","Woody Wetlands",NA,NA,0,131
"502","al112019","yDay","Evergreen Forest",NA,NA,0,331
"503","al112019","yDay","Developed, Medium Intensity",NA,NA,0,32
"504","al112019","yDay","Mixed Forest",NA,NA,0,26
"505","al112019","Mean_Slope","Cultivated Crops",0.223019729901284,0.823875659296289,0.000388425628820593,131
"506","al112019","Mean_Slope","Pasture/Hay",-15.6916258578599,7.85004897701739e-41,0.453267357358632,301
"507","al112019","Mean_Slope","Grassland/Herbaceous",0.56621680572517,0.575602358117026,0.0109343415550931,31
"508","al112019","Mean_Slope","Emergent Herbaceous Wetlands",1.06978613568773,0.287576315845356,0.01255635940354,92
"509","al112019","Mean_Slope","Woody Wetlands",-6.3308615699345,3.71033884376481e-09,0.237046686060081,131
"510","al112019","Mean_Slope","Evergreen Forest",-5.08453159120199,6.19871640198523e-07,0.0728541134884879,331
"511","al112019","Mean_Slope","Developed, Medium Intensity",1.14922283497611,0.259544241133587,0.0421674027402762,32
"512","al112019","Mean_Slope","Mixed Forest",-10.550019154665,1.71011717558793e-10,0.822620215372868,26
"513","al142018","ant_SM","Emergent Herbaceous Wetlands",1.48387341037701,0.148630922594766,0.0705688335764604,31
"514","al142018","ant_SM","Developed, Low Intensity",-4.14236331866936,0.000101250997038408,0.208852804341621,67
"515","al142018","ant_SM","Developed, Open Space",-0.744267344590363,0.458057971369331,0.00424295050911139,132
"516","al142018","ant_SM","Evergreen Forest",-8.36816523944193,1.29438687840952e-16,0.0434398584413985,1547
"517","al142018","ant_SM","Woody Wetlands",0.217024895866441,0.828265260851857,8.11999671089423e-05,582
"518","al142018","ant_SM","Pasture/Hay",2.35257573534598,0.0192491285549882,0.0170016102020468,322
"519","al142018","ant_SM","Mixed Forest",1.31521228039688,0.189368588235879,0.00531048565702658,326
"520","al142018","ant_SM","Deciduous Forest",7.30323385412088,4.7175210154671e-13,0.0370053751564236,1390
"521","al142018","ant_SM","Cultivated Crops",0.830386723447599,0.406685111642409,0.00126826443598931,545
"522","al142018","ppt_mm","Emergent Herbaceous Wetlands",0.546285704704306,0.58904813546705,0.0101858048643229,31
"523","al142018","ppt_mm","Developed, Low Intensity",4.03183304153178,0.000147820117359051,0.20005589935325,67
"524","al142018","ppt_mm","Developed, Open Space",-0.479817543100071,0.632163431597277,0.00176782981744948,132
"525","al142018","ppt_mm","Evergreen Forest",11.7474139295549,1.40185235751507e-30,0.0821438045192198,1547
"526","al142018","ppt_mm","Woody Wetlands",8.48287803493605,1.8322254462899e-16,0.110373804948376,582
"527","al142018","ppt_mm","Pasture/Hay",5.03719343091706,7.90980872437453e-07,0.0734663518083866,322
"528","al142018","ppt_mm","Mixed Forest",5.33975773411675,1.75511859258016e-07,0.0808849932772173,326
"529","al142018","ppt_mm","Deciduous Forest",15.4694877023379,6.3672922694407e-50,0.147056048161466,1390
"530","al142018","ppt_mm","Cultivated Crops",-2.69084693737423,0.00734666530889503,0.0131590734801212,545
"531","al142018","yDay","Emergent Herbaceous Wetlands",NA,NA,0,31
"532","al142018","yDay","Developed, Low Intensity",NA,NA,0,67
"533","al142018","yDay","Developed, Open Space",NA,NA,0,132
"534","al142018","yDay","Evergreen Forest",NA,NA,0,1547
"535","al142018","yDay","Woody Wetlands",NA,NA,0,582
"536","al142018","yDay","Pasture/Hay",NA,NA,0,322
"537","al142018","yDay","Mixed Forest",NA,NA,0,326
"538","al142018","yDay","Deciduous Forest",NA,NA,0,1390
"539","al142018","yDay","Cultivated Crops",NA,NA,0,545
"540","al142018","Mean_Slope","Emergent Herbaceous Wetlands",0.172230419532578,0.864452715936221,0.00102182781412332,31
"541","al142018","Mean_Slope","Developed, Low Intensity",1.43222677080942,0.156870555562492,0.0305926109266045,67
"542","al142018","Mean_Slope","Developed, Open Space",-2.19435925662708,0.0299862178974715,0.0357171305535053,132
"543","al142018","Mean_Slope","Evergreen Forest",11.9122050533939,2.31766648929648e-31,0.0842690042218492,1547
"544","al142018","Mean_Slope","Woody Wetlands",-2.35140907391096,0.0190360768767338,0.00944295407395415,582
"545","al142018","Mean_Slope","Pasture/Hay",5.63440847666129,3.85336058312164e-08,0.0902540709503687,322
"546","al142018","Mean_Slope","Mixed Forest",-3.44216004922908,0.000652790039366022,0.035279201815397,326
"547","al142018","Mean_Slope","Deciduous Forest",1.57599570265673,0.11525467276307,0.00178625779161031,1390
"548","al142018","Mean_Slope","Cultivated Crops",0.526248497913131,0.598930432459114,0.000509753796727714,545
"549","al162017","ant_SM","Pasture/Hay",0.581494686381241,0.561249165935768,0.000882083044895954,387
"550","al162017","ant_SM","Cultivated Crops",-8.78880975559464,1.16751574552863e-12,0.543036078021929,67
"551","al162017","ant_SM","Woody Wetlands",-0.493795948457917,0.621810419635255,0.000809425491372382,303
"552","al162017","ant_SM","Emergent Herbaceous Wetlands",-3.6863137089102,0.000445255752324092,0.162568323501321,72
"553","al162017","ant_SM","Developed, Low Intensity",-2.07265798521478,0.0478757014544213,0.137267488608915,29
"554","al162017","ant_SM","Evergreen Forest",-3.98977270315079,7.08981252266389e-05,0.0154708944684456,1016
"555","al162017","ant_SM","Mixed Forest",0.222342294816559,0.824322406047212,0.000299522962535434,193
"556","al162017","ant_SM","Developed, Open Space",-1.21286759489491,0.231801702826525,0.0330787754152114,45
"557","al162017","ant_SM","Deciduous Forest",5.88365087035788,5.11090998109866e-09,0.0261931697764583,1380
"558","al162017","ppt_mm","Pasture/Hay",7.83872109802303,4.5526428726635e-14,0.138252140597479,387
"559","al162017","ppt_mm","Cultivated Crops",4.72421092062787,1.2782271063312e-05,0.255595932937251,67
"560","al162017","ppt_mm","Woody Wetlands",11.5853038161648,6.50537440643349e-26,0.308394585113503,303
"561","al162017","ppt_mm","Emergent Herbaceous Wetlands",3.60769526220582,0.000575540259846654,0.156783619636282,72
"562","al162017","ppt_mm","Developed, Low Intensity",1.77857377776333,0.0865732259978354,0.104873209972629,29
"563","al162017","ppt_mm","Evergreen Forest",12.6384777121011,4.18243809649086e-34,0.136204383347416,1016
"564","al162017","ppt_mm","Mixed Forest",-1.41070106461068,0.160215329639383,0.0119173397818733,193
"565","al162017","ppt_mm","Developed, Open Space",2.65251363433255,0.0111464515598551,0.140615810309323,45
"566","al162017","ppt_mm","Deciduous Forest",3.76172389966022,0.000176329623621605,0.01087542599562,1380
"567","al162017","yDay","Pasture/Hay",NA,NA,0,387
"568","al162017","yDay","Cultivated Crops",NA,NA,0,67
"569","al162017","yDay","Woody Wetlands",NA,NA,0,303
"570","al162017","yDay","Emergent Herbaceous Wetlands",NA,NA,0,72
"571","al162017","yDay","Developed, Low Intensity",NA,NA,0,29
"572","al162017","yDay","Evergreen Forest",NA,NA,0,1016
"573","al162017","yDay","Mixed Forest",NA,NA,0,193
"574","al162017","yDay","Developed, Open Space",NA,NA,0,45
"575","al162017","yDay","Deciduous Forest",NA,NA,0,1380
"576","al162017","Mean_Slope","Pasture/Hay",-6.46000585446974,3.18192652316564e-10,0.0982542109130945,387
"577","al162017","Mean_Slope","Cultivated Crops",3.52194536727926,0.000789101763204079,0.160251192160265,67
"578","al162017","Mean_Slope","Woody Wetlands",0.913512693013564,0.361704097588042,0.00276477813257162,303
"579","al162017","Mean_Slope","Emergent Herbaceous Wetlands",NA,NA,0,72
"580","al162017","Mean_Slope","Developed, Low Intensity",-0.68039428236414,0.502048077251462,0.016856769177087,29
"581","al162017","Mean_Slope","Evergreen Forest",-2.85230904060842,0.00442854118573514,0.00796727323033267,1016
"582","al162017","Mean_Slope","Mixed Forest",-5.69833357945324,5.44000711835258e-08,0.164434294983734,193
"583","al162017","Mean_Slope","Developed, Open Space",-1.81062802666658,0.0771891685835687,0.0708402992185769,45
"584","al162017","Mean_Slope","Deciduous Forest",-20.8856451874428,1.18721689770145e-83,0.253138114694651,1380
"585","al162019","ant_SM","Emergent Herbaceous Wetlands",10.1261309426941,1.53626156540592e-17,0.475731781610311,115
"586","al162019","ant_SM","Woody Wetlands",5.9094117035939,5.94986415857713e-09,0.0584042676468706,565
"587","al162019","ant_SM","Cultivated Crops",2.55011888793856,0.0114273228792595,0.0278501919930732,229
"588","al162019","ant_SM","Developed, Low Intensity",1.78142239503603,0.0820757442204638,0.0702506592505252,44
"589","al162019","ant_SM","Evergreen Forest",1.65350605321484,0.0985201501723924,0.00253923630081353,1076
"590","al162019","ant_SM","Pasture/Hay",1.20339627613572,0.229682978023909,0.00435605535041254,333
